show_title,category,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes,directors,directors_name
Ranga Ranga Vaibhavanga,Films (Non-English),tt15509564,movie,Ranga Ranga Vaibhavanga,Ranga Ranga Vaibhavanga,0,2022,\N,122,"Comedy,Drama,Romance",5.4,921,nm9773988,Gireesaaya
Saakini Daakini,Films (Non-English),tt12874984,movie,Saakini Daakini,Saakini Daakini,0,2022,\N,118,"Action,Comedy",6,869,nm5567731,Sudheer Varma
Do Revenge,Films (English),tt13327038,movie,Do Revenge,Do Revenge,0,2022,\N,118,Comedy,6.3,47119,nm3066492,Jennifer Kaytin Robinson
A Jazzman's Blues,Films (English),tt14307536,movie,A Jazzman's Blues,A Jazzman's Blues,0,2022,\N,127,Drama,6.7,4046,nm1347153,Tyler Perry
Father Stu,Films (English),tt14439896,movie,Father Stu,Father Stu,0,2022,\N,124,"Biography,Drama",6.5,27014,nm6793979,Rosalind Ross
Elysium,Films (English),tt1535108,movie,Elysium,Elysium,0,2013,\N,109,"Action,Drama,Sci-Fi",6.6,463614,nm0088955,Neill Blomkamp
The Perfumier,Films (Non-English),tt21916206,movie,The Perfumier,Der Parfumeur,0,2022,\N,96,"Crime,Drama,Mystery",3.6,1579,nm0929660,Nils Willbrandt
No Limit,Films (Non-English),tt14995258,movie,No Limit,Sous emprise,0,2022,\N,118,"Drama,Romance,Sport",5.8,3595,nm1270033,David M. Rosenthal
El Jeremías,Films (Non-English),tt4457020,movie,El Jeremías,El Jeremías,0,2015,\N,95,"Comedy,Drama,Family",7.2,1203,nm3104760,Anwar Safa
Drifting Home,Films (Non-English),tt15494038,movie,Drifting Home,Ame o tsugeru hyôryû danchi,0,2022,\N,119,"Adventure,Animation,Drama",6.3,3506,nm5995018,Hiroyasu Ishida
I Used to Be Famous,Films (English),tt15807910,movie,I Used to Be Famous,I Used to Be Famous,0,2022,\N,104,"Comedy,Drama,Music",6.6,10241,nm6638284,Eddie Sternberg
Me Time,Films (English),tt14309446,movie,Me Time,Me Time,0,2022,\N,101,Comedy,5.1,38629,nm0357453,John Hamburg
End of the Road,Films (English),tt13655328,movie,End of the Road,End of the Road,0,2022,\N,89,"Action,Crime,Drama",4.8,8465,nm0791381,Millicent Shelton
This Is the End,Films (English),tt26220342,movie,This Is the End,This Is the End,0,2023,\N,108,Drama,6.4,11,nm0226398,Vincent Dieutre
Dolittle,Films (English),tt6673612,movie,Dolittle,Dolittle,0,2020,\N,101,"Adventure,Comedy,Family",5.6,69117,nm0300866,Stephen Gaghan
The Catholic School,Films (Non-English),tt10345782,movie,The Catholic School,La scuola cattolica,0,2021,\N,106,Drama,5.7,3375,nm0603299,Stefano Mordini
Broad Peak,Films (Non-English),tt8983230,movie,Broad Peak,Broad Peak,0,2022,\N,101,"Adventure,Biography,Drama",6,1925,nm1291828,Leszek Dawid
Love in the Villa,Films (English),tt15463032,movie,Love in the Villa,Love in the Villa,0,2022,\N,114,"Comedy,Romance",5.4,12470,nm0425756,Mark Steven Johnson
Morbius,Films (English),tt5108870,movie,Morbius,Morbius,0,2022,\N,104,"Action,Adventure,Horror",5.2,143269,nm1174251,Daniel Espinosa
I Came By,Films (English),tt15083184,movie,I Came By,I Came By,0,2022,\N,110,Thriller,6.2,31573,nm2035118,Babak Anvari
The Invisible Man,Films (English),tt1051906,movie,The Invisible Man,The Invisible Man,0,2020,\N,124,"Drama,Horror,Mystery",7.1,245636,nm1191481,Leigh Whannell
Ek Villain Returns,Films (Non-English),tt11947158,movie,Ek Villain Returns,Ek Villain Returns,0,2022,\N,129,"Action,Crime,Romance",4.4,15344,nm1887138,Mohit Suri
Jogi,Films (Non-English),tt21848358,movie,Jogi,Jogi,0,2022,\N,116,"Drama,Thriller",7.1,6211,"nm1804614,nm15356138","Jatinkumar Jagdishbhai Patel, Ali Abbas Zafar"
Fenced In,Films (Non-English),tt21742248,movie,Fenced In,Fenced In,0,2022,\N,110,Comedy,4.4,644,nm0764367,Roberto Santucci
White Chicks,Films (English),tt0381707,movie,White Chicks,White Chicks,0,2004,\N,109,"Comedy,Crime",5.8,157933,nm0005540,Keenen Ivory Wayans
Hanna,Films (English),tt0993842,movie,Hanna,Hanna,0,2011,\N,111,"Action,Adventure,Drama",6.8,204767,nm0942504,Joe Wright
Triple 9,Films (English),tt1712261,movie,Triple 9,Triple 9,0,2016,\N,115,"Action,Crime,Thriller",6.3,75321,nm0384825,John Hillcoat
Labor Day,Films (English),tt14224664,movie,Labor Day,Labor Day,0,2022,\N,100,"Comedy,Horror,Thriller",,,nm2660859,Mike Goodreau
Under Her Control,Films (Non-English),tt15006754,movie,Under Her Control,La jefa,0,2022,\N,109,Drama,4.8,1838,nm1267235,Fran Torres
Seoul Vibe,Films (Non-English),tt13611770,movie,Seoul Vibe,Seouldaejakjeon,0,2022,\N,138,"Action,Comedy,Crime",5.5,1965,nm4975337,Hyun-Sung Moon
"For Better, for Worse",Films (Non-English),tt8469890,movie,"For Better, for Worse",En las buenas y en las malas,0,2019,\N,86,"Comedy,Romance",4.7,298,nm0056651,Gabriel Barragan Senties
HollyBlood,Films (Non-English),tt14210720,movie,HollyBlood,HollyBlood,0,2022,\N,87,"Comedy,Fantasy,Horror",4.5,1150,nm0284744,Jesús Font
The Festival of Troubadours,Films (Non-English),tt15335282,movie,The Festival of Troubadours,Asiklar Bayrami,0,2022,\N,102,Drama,5.8,2864,nm3213296,Özcan Alper
That's Amor,Films (English),tt21388556,movie,That's Amor,That's Amor,0,2022,\N,96,"Comedy,Romance",5.3,3664,nm1626854,Shaun Paul Piccinino
Look Both Ways,Films (English),tt14298328,movie,Look Both Ways,Look Both Ways,0,2022,\N,110,"Comedy,Drama,Romance",6.3,22919,nm1393967,Wanuri Kahiu
Day Shift,Films (English),tt13314558,movie,Day Shift,Day Shift,0,2022,\N,113,"Action,Comedy,Fantasy",6.1,86666,nm0675102,J.J. Perry
The Next 365 Days,Films (English),tt21106646,movie,The Next 365 Days,The Next 365 Days,0,2022,\N,112,"Drama,Romance",2.8,8814,"nm1705578,nm1372836","Tomasz Mandes, Barbara Bialowas"
Purple Hearts,Films (English),tt4614584,movie,Purple Hearts,Purple Hearts,0,2022,\N,122,"Drama,Music,Romance",6.7,47442,nm0020491,Elizabeth Allen Rosenbaum
The Gray Man,Films (English),tt1649418,movie,The Gray Man,The Gray Man,0,2022,\N,122,"Action,Thriller",6.5,226847,"nm0751577,nm0751648","Anthony Russo, Joe Russo"
Collateral,Films (English),tt0369339,movie,Collateral,Collateral,0,2004,\N,120,"Action,Crime,Drama",7.5,424301,nm0000520,Michael Mann
The Figo Affair: The Transfer that Changed Football,Films (Non-English),tt21836538,movie,The Figo Affair: The Transfer that Changed Football,The Figo Affair: The Transfer that Changed Football,0,2022,\N,105,"Documentary,Sport",7.1,5438,"nm1427339,nm8510460","Ben Nicholas, David Tryhorn"
School Life,Films (Non-English),tt8783532,movie,School Life,La vie scolaire,0,2019,\N,111,"Comedy,Drama",6.5,3169,"nm8381788,nm2120560","Grand Corps Malade, Mehdi Idir"
Royalteen,Films (Non-English),tt15022184,movie,Royalteen,Royalteen,0,2022,\N,107,"Drama,Romance",5.3,2505,"nm1633071,nm2887967","Per-Olav Sørensen, Emilie Beck"
Rise of the Legend,Films (Non-English),tt7967954,movie,Rise of the Legend,Rise of the Legend,0,2018,\N,111,"Biography,Drama,Sport",7,332,nm5486090,Teng Bee
"Watch Out, We're Mad",Films (Non-English),tt14845950,movie,"Watch Out, We're Mad",Altrimenti ci arrabbiamo,0,2022,\N,90,"Action,Comedy",3.2,1079,nm10730985,Younuts
The Mummy,Films (English),tt2345759,movie,The Mummy,The Mummy,0,2017,\N,111,"Action,Adventure,Fantasy",5.4,200475,nm0476064,Alex Kurtzman
Running with the Devil: The Wild World of John McAfee,Films (English),tt21379574,movie,Running with the Devil: The Wild World of John McAfee,Running with the Devil: The Wild World of John McAfee,0,2022,\N,105,"Crime,Documentary",5.9,3613,nm3349479,Charlie Russell
The Assistant,Films (Non-English),tt16997558,movie,The Assistant,The Assistant,0,2022,\N,124,"Action,Crime,Thriller",5.4,407,nm4349538,Adrian Teh
Carter,Films (Non-English),tt21237030,movie,Carter,Kateo,0,2022,\N,132,"Action,Thriller",5.1,9572,nm3468066,Byung-gil Jung
Darlings,Films (Non-English),tt27159512,movie,Darlings,Darlings,0,2023,\N,72,Thriller,,,"nm14658829,nm9931027","Lea De Boor, Steffen Maurer"
The Angry Birds Movie 2,Films (English),tt6095472,movie,The Angry Birds Movie 2,The Angry Birds Movie 2,0,2019,\N,97,"Action,Adventure,Animation",6.4,33581,"nm3006131,nm0723470","John Rice, Thurop Van Orman"
Uncharted,Films (English),tt27554611,movie,Uncharted,Uncharted,0,2023,\N,95,Documentary,7.3,8,nm2137041,Beth Aala
The Sea Beast,Films (English),tt9288046,movie,The Sea Beast,The Sea Beast,0,2022,\N,115,"Adventure,Animation,Comedy",7,55229,nm0930261,Chris Williams
Inside the Mind of a Cat,Films (English),tt21340412,movie,Inside the Mind of a Cat,Inside the Mind of a Cat,0,2022,\N,67,Documentary,6.9,6229,nm2214369,Andy Mitchell
Bank Robbers: The Last Great Heist,Films (Non-English),tt21281774,movie,Bank Robbers: The Last Great Heist,Los Ladrones: La verdadera historia del robo del siglo,0,2022,\N,109,"Crime,Documentary",7.1,1319,nm2256873,Matías Gueilburt
Nikamma,Films (Non-English),tt10687220,movie,Nikamma,Nikamma,0,2022,\N,152,"Action,Comedy,Drama",2.7,1707,nm1287649,Sabir Khan
Wedding Season,Films (English),tt11426572,movie,Wedding Season,Wedding Season,0,2022,\N,98,"Comedy,Romance",6.3,10551,nm0223359,Tom Dey
1917,Films (English),tt8579674,movie,1917,1917,0,2019,\N,119,"Action,Drama,War",8.2,646293,nm0005222,Sam Mendes
Flight,Films (English),tt19849810,movie,Flight,Lot,0,2022,\N,69,Documentary,6.4,9,"nm6749164,nm3462521","Anna Zakrzewska, Lukasz Ronduda"
The Informer,Films (English),tt1833116,movie,The Informer,The Informer,0,2019,\N,113,"Action,Crime,Drama",6.6,40655,nm0224331,Andrea Di Stefano
Heartsong,Films (Non-English),tt21339860,movie,Heartsong,Gönül,0,2022,\N,95,"Comedy,Drama,Music",5.8,1856,nm4446337,Soner Caner
Spider-Man: Far from Home,Films (English),tt6320628,movie,Spider-Man: Far from Home,Spider-Man: Far from Home,0,2019,\N,129,"Action,Adventure,Comedy",7.4,534642,nm1218281,Jon Watts
The Age of Adaline,Films (English),tt1655441,movie,The Age of Adaline,The Age of Adaline,0,2015,\N,112,"Drama,Fantasy,Romance",7.2,195646,nm1767218,Lee Toland Krieger
Tower Heist,Films (English),tt0471042,movie,Tower Heist,Tower Heist,0,2011,\N,104,"Action,Comedy,Crime",6.2,149153,nm0711840,Brett Ratner
Men in Black 3,Films (English),tt1409024,movie,Men in Black 3,Men in Black 3,0,2012,\N,106,"Action,Adventure,Comedy",6.8,379673,nm0001756,Barry Sonnenfeld
The Entitled,Films (Non-English),tt21030232,movie,The Entitled,The Entitled,0,2022,\N,90,"Comedy,Drama,Romance",4.6,684,nm1431194,Theodore Boborol
Too Old for Fairy Tales,Films (Non-English),tt15575356,movie,Too Old for Fairy Tales,Za duzy na bajki,0,2022,\N,106,"Comedy,Family",6.2,1532,nm2127736,Kristoffer Rus
Buba,Films (Non-English),tt21195548,movie,Buba,Buba,0,2022,\N,94,"Comedy,Drama",5.9,2755,nm0270990,Arne Feldhusen
Incantation,Films (Non-English),tt18968540,movie,Incantation,Zhou,0,2022,\N,110,"Horror,Mystery",6.2,18823,nm3003609,Kevin Ko
Persuasion,Films (English),tt14539654,movie,Persuasion,Persuasion,0,2023,\N,\N,"Drama,Romance",,,nm9711541,Allison Calloway
The Man from Toronto,Films (English),tt11671006,movie,The Man from Toronto,The Man from Toronto,0,2022,\N,110,"Action,Adventure,Comedy",5.8,56759,nm0400850,Patrick Hughes
Line of Duty,Films (English),tt3541524,movie,Line of Duty,Line of Duty,0,2019,\N,98,"Action,Crime,Thriller",5.3,8810,nm1921345,Steven C. Miller
Red Notice,Films (English),tt7991608,movie,Red Notice,Red Notice,0,2021,\N,118,"Action,Comedy,Thriller",6.3,302112,nm1098493,Rawson Marshall Thurber
Major Grom: Plague Doctor,Films (Non-English),tt7601480,movie,Major Grom: Plague Doctor,Mayor Grom: Chumnoy Doktor,0,2021,\N,136,"Action,Crime",6.3,13248,nm8251673,Oleg Trofim
A Cut Above,Films (Non-English),tt21265550,movie,A Cut Above,A Cut Above,0,2022,\N,90,Comedy,4.8,196,"nm13841218,nm2580468","Rodrigo França, Leticia Prisco"
Dangerous Liaisons,Films (Non-English),tt15548032,movie,Dangerous Liaisons,Les liaisons dangereuses,0,2022,\N,109,"Drama,Romance",4.1,2049,nm1801574,Rachel Suissa
Clean,Films (English),tt17658456,movie,Clean,Clean,0,2022,\N,92,Documentary,7.4,136,nm6472419,Lachlan Mcleod
Daughter of the Wolf,Films (English),tt7615052,movie,Daughter of the Wolf,Daughter of the Wolf,0,2019,\N,88,"Action,Thriller",4.5,8169,nm0352524,David Hackl
Girl in the Picture,Films (English),tt21059520,movie,Girl in the Picture,Girl in the Picture,0,2022,\N,101,"Crime,Documentary,Mystery",7.2,20373,nm1341941,Skye Borgman
CHIPS,Films (English),tt0493405,movie,CHIPS,CHIPS,0,2017,\N,100,"Action,Comedy,Crime",6,50080,nm1009277,Dax Shepard
12 Strong,Films (English),tt1413492,movie,12 Strong,12 Strong,0,2018,\N,130,"Action,Drama,History",6.5,89204,nm3350420,Nicolai Fuglsig
Valley of the Dead,Films (Non-English),tt10127708,movie,Valley of the Dead,Malnazidos,0,2020,\N,101,"Action,Adventure,Fantasy",5.8,5122,"nm1438231,nm1027519","Javier Ruiz Caldera, Alberto de Toro"
Jaadugar,Films (Non-English),tt13793230,movie,Jaadugar,Jaadugar,0,2022,\N,167,"Comedy,Drama,Fantasy",6.9,11286,nm6875639,Sameer Saxena
Under the Amalfi Sun,Films (Non-English),tt15311262,movie,Under the Amalfi Sun,Sotto il sole di Amalfi,0,2022,\N,95,"Comedy,Drama,Romance",5.3,1223,nm10988555,Martina Pastori
Spider-Man: No Way Home,Films (English),tt10872600,movie,Spider-Man: No Way Home,Spider-Man: No Way Home,0,2021,\N,148,"Action,Adventure,Fantasy",8.2,838175,nm1218281,Jon Watts
Hustle,Films (English),tt8009428,movie,Hustle,Hustle,0,2022,\N,117,"Comedy,Drama,Sport",7.3,137688,nm1476102,Jeremiah Zagar
American Assassin,Films (English),tt1961175,movie,American Assassin,American Assassin,0,2017,\N,111,"Action,Thriller",6.2,87059,nm0191147,Michael Cuesta
Grand Isle,Films (English),tt8380776,movie,Grand Isle,Grand Isle,0,2019,\N,97,Thriller,4.7,5408,nm0132120,Stephen S. Campanelli
Mean Girls,Films (English),tt0377092,movie,Mean Girls,Mean Girls,0,2004,\N,97,Comedy,7.1,411983,nm0914132,Mark Waters
The Dark Knight Rises,Films (English),tt1345836,movie,The Dark Knight Rises,The Dark Knight Rises,0,2012,\N,164,"Action,Drama,Thriller",8.4,1783250,nm0634240,Christopher Nolan
Blasted,Films (Non-English),tt14866710,movie,Blasted,Blasted: Gutta vs aliens,0,2022,\N,114,"Action,Comedy,Sci-Fi",4.8,2457,nm5905770,Martin Sofiedal
Operation Romeo,Films (Non-English),tt18923048,movie,Operation Romeo,Operation Romeo,0,2022,\N,132,"Drama,Mystery",6.3,1266,nm3125271,Shashant Shah
Bhool Bhulaiyaa 2,Films (Non-English),tt6455162,movie,Bhool Bhulaiyaa 2,Bhool Bhulaiyaa 2,0,2022,\N,143,"Comedy,Drama,Horror",5.7,32544,nm0063357,Anees Bazmee
Love & Gelato,Films (English),tt15521050,movie,Love & Gelato,Love & Gelato,0,2022,\N,110,"Comedy,Drama,Romance",5.2,6192,nm0131969,Brandon Camp
Glamour Girls,Films (English),tt20604466,movie,Glamour Girls,Glamour Girls,0,2022,\N,125,Drama,3.7,205,nm8971373,Bunmi Ajakaiye
Homefront,Films (English),tt3295110,movie,Homefront,Homefront,0,2023,\N,\N,"Action,Drama",,,nm7826517,Brandon Brefka
Spiderhead,Films (English),tt9783600,movie,Spiderhead,Spiderhead,0,2022,\N,106,"Action,Crime,Drama",5.5,64164,nm2676052,Joseph Kosinski
The Mist,Films (English),tt0989719,movie,The Mist,Sumu,0,2007,\N,55,"Fantasy,Horror",5.9,51,nm2598558,Jesse Jokela
Chickenhare and the Hamster of Darkness,Films (English),tt12532368,movie,Chickenhare and the Hamster of Darkness,Hopper et le hamster des ténèbres,0,2022,\N,91,"Adventure,Animation,Comedy",6.3,2307,"nm2588135,nm0823721","Ben Stassen, Benjamin Mousquet"
Backtrace,Films (English),tt3588588,movie,Backtrace,Backtrace,0,2018,\N,92,"Action,Crime,Drama",3.8,5214,nm2357819,Brian A. Miller
Anek,Films (Non-English),tt13919802,movie,Anek,Anek,0,2022,\N,147,"Action,Drama,Sport",6.4,22367,nm1025280,Anubhav Sinha
Doom of Love,Films (Non-English),tt14369296,movie,Doom of Love,Askin Kiyameti,0,2022,\N,100,"Drama,Romance",4.9,2293,nm1754483,Hilal Saral
Heart Parade,Films (Non-English),tt20597408,movie,Heart Parade,Parada serc,0,2022,\N,108,"Comedy,Romance",5,756,nm0959108,Filip Zylber
The Wrath of God,Films (Non-English),tt15189534,movie,The Wrath of God,La ira de Dios,0,2022,\N,97,"Drama,Thriller",5.8,4449,nm0994416,Sebastián Schindel
Grudge,Films (Non-English),tt27126915,movie,Grudge,Grudge,0,2022,\N,\N,Drama,,,nm14647983,Skulo Banda
Collision,Films (English),tt10809742,movie,Collision,Collision,0,2022,\N,99,"Crime,Drama,Thriller",4.1,1162,nm1926494,Fabien Martorell
Halftime,Films (English),tt19637852,movie,Halftime,Halftime,0,2022,\N,95,"Biography,Documentary,Music",6.6,5463,"nm0584974,nm3532802","Amanda Micheli, Sam Wrench"
It,Films (English),tt1396484,movie,It,It,0,2017,\N,135,Horror,7.3,586372,nm0615592,Andy Muschietti
Centauro,Films (Non-English),tt0094851,movie,Centauro,Centauro,0,1988,\N,\N,\N,,,nm0168477,Javier Codesal Pérez
In Our Prime,Films (Non-English),tt22350960,movie,In Our Prime,In Our Prime,0,2022,\N,118,Drama,,,nm4451634,Yulin Liu
Interceptor,Films (English),tt14174940,movie,Interceptor,Interceptor,0,2022,\N,99,"Action,Adventure,Drama",4.6,26579,nm2318689,Matthew Reilly
Trees of Peace,Films (English),tt11316680,movie,Trees of Peace,Trees of Peace,0,2021,\N,97,Drama,6.5,1675,nm1051233,Alanna Brown
Sonic the Hedgehog,Films (English),tt3794354,movie,Sonic the Hedgehog,Sonic the Hedgehog,0,2020,\N,99,"Action,Adventure,Comedy",6.5,153433,nm1733778,Jeff Fowler
A Perfect Pairing,Films (English),tt15215512,movie,A Perfect Pairing,A Perfect Pairing,0,2022,\N,101,"Comedy,Romance",6.1,15812,nm0568018,Stuart McDonald
Senior Year,Films (English),tt5315212,movie,Senior Year,Senior Year,0,2022,\N,111,"Comedy,Drama",5.5,42236,nm1420377,Alex Hardcastle
Don,Films (Non-English),tt10709484,movie,Don,Don,0,2022,\N,165,"Comedy,Drama,Romance",6.8,10701,nm12268742,Cibi Chakravarthi
Ben & Jody,Films (Non-English),tt13393058,movie,Ben & Jody,Filosofi Kopi 3,0,2022,\N,114,"Action,Adventure,Drama",5.4,443,nm2806693,Angga Dwimas Sasongko
Belzebuth,Films (Non-English),tt3662308,movie,Belzebuth,Belzebuth,0,2017,\N,114,Horror,6,3915,nm1758280,Emilio Portes
The Amazing Spider-Man,Films (English),tt0948470,movie,The Amazing Spider-Man,The Amazing Spider-Man,0,2012,\N,136,"Action,Adventure,Sci-Fi",6.9,686315,nm1989536,Marc Webb
Mission: Impossible - Ghost Protocol,Films (English),tt1229238,movie,Mission: Impossible - Ghost Protocol,Mission: Impossible - Ghost Protocol,0,2011,\N,132,"Action,Adventure,Thriller",7.4,518899,nm0083348,Brad Bird
Rambo: Last Blood,Films (English),tt1206885,movie,Rambo: Last Blood,Rambo: Last Blood,0,2019,\N,89,"Action,Crime,Thriller",6.1,106353,nm0344496,Adrian Grunberg
Deep Impact,Films (English),tt0120647,movie,Deep Impact,Deep Impact,0,1998,\N,120,"Action,Drama,Sci-Fi",6.2,186730,nm0001460,Mimi Leder
El paseo 6,Films (Non-English),tt16636178,movie,El paseo 6,El paseo 6,0,2021,\N,97,Comedy,3.2,215,nm0872535,Rodrigo Triana
Toscana,Films (Non-English),tt13276352,movie,Toscana,Toscana,0,2022,\N,90,"Drama,Romance",5.7,9164,nm6995804,Mehdi Avaz
F*ck Love Too,Films (Non-English),tt15432804,movie,F*ck Love Too,F*ck de liefde 2,0,2022,\N,92,"Comedy,Romance",3.8,1373,"nm6337800,nm0211110","Aram van de Rest, Appie Boudellah"
The Perfect Family,Films (Non-English),tt11924738,movie,The Perfect Family,La familia perfecta,0,2021,\N,110,"Adventure,Comedy",5.4,2905,nm0248401,Arantxa Echevarría
Gladbeck: The Hostage Crisis,Films (Non-English),tt20420316,movie,Gladbeck: The Hostage Crisis,Gladbeck: The Hostage Crisis,0,2022,\N,91,"Crime,Documentary",7.5,2890,nm0374657,Volker Heise
Memoirs of a Geisha,Films (English),tt0397535,movie,Memoirs of a Geisha,Memoirs of a Geisha,0,2005,\N,145,"Drama,Romance",7.3,157367,nm0551128,Rob Marshall
The Outpost,Films (English),tt28635891,movie,The Outpost,L'avamposto,0,2023,\N,84,Documentary,7.6,8,nm3977376,Edoardo Morabito
Disappearance at Clifton Hill,Films (English),tt5919756,movie,Disappearance at Clifton Hill,Clifton Hill,0,2019,\N,100,"Drama,Mystery,Thriller",5.4,4792,nm2024774,Albert Shin
Jack Reacher,Films (English),tt0790724,movie,Jack Reacher,Jack Reacher,0,2012,\N,130,"Action,Mystery,Thriller",7,356851,nm0003160,Christopher McQuarrie
Gangubai Kathiawadi,Films (Non-English),tt10083340,movie,Gangubai Kathiawadi,Gangubai Kathiawadi,0,2022,\N,152,"Biography,Crime,Drama",7.8,59724,nm0080220,Sanjay Leela Bhansali
Jana Gana Mana,Films (Non-English),tt13391710,movie,Jana Gana Mana,Jana Gana Mana,0,2022,\N,162,"Crime,Drama,Thriller",8.3,15527,nm8920189,Dijo Jose Antony
Jersey,Films (Non-English),tt5301942,movie,Jersey,Jersey,0,2022,\N,170,"Drama,Sport",7.3,14035,nm9450602,Gowtam Tinnanuri
4 Kings,Films (Non-English),tt16578440,movie,4 Kings,4 Kings,0,2021,\N,139,"Action,Crime,Drama",6.3,444,nm13238178,Putthipong Naktong
Dangerous,Films (English),tt12856788,movie,Dangerous,Dangerous,0,2022,\N,99,"Action,Crime,Drama",5.1,1080,nm0890060,Ram Gopal Varma
Top Gun,Films (English),tt0092099,movie,Top Gun,Top Gun,0,1986,\N,109,"Action,Drama",6.9,486395,nm0001716,Tony Scott
Our Father,Films (English),tt19704638,movie,Our Father,Our Father,0,2022,\N,97,"Crime,Documentary",6.6,13948,nm2444204,Lucie Jourdan
Ben Is Back,Films (English),tt7545524,movie,Ben Is Back,Ben Is Back,0,2018,\N,103,Drama,6.7,23542,nm0373282,Peter Hedges
Godspeed,Films (Non-English),tt26935962,movie,Godspeed,Ren sheng lu bu shu,0,2023,\N,100,"Comedy,Drama",5.4,205,nm6157250,Xiaoxing Yi
Toolsidas Junior,Films (Non-English),tt13623916,movie,Toolsidas Junior,Toolsidas Junior,0,2022,\N,132,"Drama,Family,Sport",7.4,2583,nm3360538,Mridul Toolsidas
Marmaduke,Films (English),tt8746404,movie,Marmaduke,Marmaduke,0,2022,\N,88,"Adventure,Animation,Comedy",3.5,4898,"nm0228147,nm1098194,nm0629216,nm3675717","Mark A.Z. Dippé, Phil Nibbelink, Youngki Lee, Matt Philip Whelan"
Operation Mincemeat,Films (English),tt1879016,movie,Operation Mincemeat,Operation Mincemeat,0,2021,\N,128,"Drama,War",6.6,32527,nm0006960,John Madden
365 Days: This Day,Films (English),tt12996154,movie,365 Days: This Day,365 Days: This Day,0,2022,\N,111,"Drama,Romance",2.6,23069,"nm1705578,nm1372836","Tomasz Mandes, Barbara Bialowas"
Borrego,Films (English),tt12676006,movie,Borrego,Borrego,0,2022,\N,102,Thriller,5.2,4953,nm1789992,Jesse Harris
Cyber Hell: Exposing an Internet Horror,Films (Non-English),tt19768508,movie,Cyber Hell: Exposing an Internet Horror,Cyber Hell: Exposing an Internet Horror,0,2022,\N,105,"Crime,Documentary",6.5,2036,nm1955854,Jin-sung Choi
Along for the Ride,Films (English),tt14506528,movie,Along for the Ride,Along for the Ride,0,2022,\N,106,"Drama,Romance",6.1,8615,nm2531261,Sofia Alvarez
U.S. Marshals,Films (English),tt0120873,movie,U.S. Marshals,U.S. Marshals,0,1998,\N,131,"Action,Crime,Thriller",6.5,111255,nm0000829,Stuart Baird
Den of Thieves,Films (English),tt1259528,movie,Den of Thieves,Den of Thieves,0,2018,\N,140,"Action,Crime,Drama",7,120097,nm0345615,Christian Gudegast
Men in Black: International,Films (English),tt2283336,movie,Men in Black: International,Men in Black: International,0,2019,\N,114,"Action,Adventure,Comedy",5.6,142916,nm0336620,F. Gary Gray
Thar,Films (Non-English),tt14479746,movie,Thar,Thar,0,2022,\N,108,"Action,Crime,Drama",6.1,7809,nm1758779,Raj Singh Chaudhary
Beast,Films (Non-English),tt13223398,movie,Beast,Beast,0,2022,\N,93,"Action,Adventure,Drama",5.6,37822,nm0466349,Baltasar Kormákur
The Getaway King,Films (Non-English),tt10516196,movie,The Getaway King,"Najmro: Kocha, kradnie, szanuje",0,2021,\N,100,"Action,Comedy,Crime",6.5,2654,nm2956085,Mateusz Rakowicz
40 Years Young,Films (Non-English),tt16969906,movie,40 Years Young,Cuarentones,0,2022,\N,81,Comedy,4.4,649,nm4068941,Pietro Loprieno
Silverton Siege,Films (English),tt18563148,movie,Silverton Siege,Silverton Siege,0,2022,\N,100,"Action,Crime,Drama",6.3,4373,nm0239228,Mandla Dube
The Gentlemen,Films (English),tt8367814,movie,The Gentlemen,The Gentlemen,0,2019,\N,113,"Action,Comedy,Crime",7.8,373460,nm0005363,Guy Ritchie
The Mystery of Marilyn Monroe: The Unheard Tapes,Films (English),tt19034332,movie,The Mystery of Marilyn Monroe: The Unheard Tapes,The Mystery of Marilyn Monroe: The Unheard Tapes,0,2022,\N,101,"Biography,Documentary",6.2,5451,nm5887182,Emma Cooper
365 Days,Films (English),tt10886166,movie,365 Days,365 dni,0,2020,\N,114,"Drama,Romance",3.3,95697,"nm1705578,nm1372836","Tomasz Mandes, Barbara Bialowas"
Bubble,Films (Non-English),tt16360006,movie,Bubble,Baburu,0,2022,\N,100,"Action,Adventure,Animation",6.3,7402,nm2013928,Tetsurô Araki
Brother in Love 2,Films (Non-English),tt12738164,movie,Brother in Love 2,Aykut Eniste 2,0,2021,\N,115,Comedy,6.5,3476,nm5469712,Onur Bilgetay
The Vault,Films (English),tt9742794,movie,The Vault,Way Down,0,2021,\N,118,"Action,Adventure,Thriller",6.4,29255,nm0049371,Jaume Balagueró
How It Ends,Films (English),tt13648228,movie,How It Ends,How It Ends,0,2021,\N,82,"Comedy,Drama",5.3,4115,"nm1830380,nm0918078","Daryl Wein, Zoe Lister-Jones"
The In Between,Films (English),tt8851148,movie,The In Between,The In Between,0,2022,\N,115,"Drama,Romance,Sci-Fi",5.9,9601,nm1242062,Arie Posin
The Adam Project,Films (English),tt2463208,movie,The Adam Project,The Adam Project,0,2022,\N,106,"Action,Adventure,Comedy",6.7,221471,nm0506613,Shawn Levy
