show_title,category,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes,directors,directors_name
Goosebumps 2: Haunted Halloween,Films (English),tt9120990,tvEpisode,Goosebumps 2: Haunted Halloween,Goosebumps 2: Haunted Halloween,0,2018,\N,\N,Talk-Show,,,\N,
Only Mine,Films (English),tt9271164,tvMovie,Only Mine,Only Mine,0,2019,\N,87,"Drama,Mystery,Thriller",4.7,3824,nm1231912,Michael Civille
Ilhados,Films (Non-English),tt0930862,short,Ilhados,Ilhados,0,2002,\N,30,"Documentary,Short",,,nm2493388,Zoran Djordjevic
Amores perros,Films (Non-English),tt5294390,tvEpisode,Amores perros,Amores perros,0,2016,\N,\N,"Comedy,Romance",,,nm0749650,Alberto Ruiz Rojo
El infierno,Films (Non-English),tt9221924,tvEpisode,El infierno,El infierno,0,2020,\N,\N,"Action,Adventure,Crime",7.4,28,nm2237873,Sandra Gallego
Kingdom: Ashin of the North,Films (Non-English),tt13412252,tvMovie,Kingdom: Ashin of the North,Kingdom: Ashin-jeon,0,2021,\N,92,"Action,Drama,Fantasy",7,12550,nm1826454,Seong Hun Kim
Fear Street Part 3: 1666,Films (English),tt15065912,tvEpisode,Fear Street Part 3: 1666,Fear Street Part 3: 1666,0,2021,\N,\N,"Comedy,Horror,Talk-Show",,,\N,
Choose Love,Films (English),tt19267924,movie,Choose Love,Choose Love,0,2023,\N,77,"Comedy,Romance",5,2651,nm0568018,Stuart McDonald
Love Again,Films (English),tt10276482,movie,Love Again,Love Again,0,2023,\N,104,"Comedy,Drama,Romance",5.9,9881,nm1475479,Jim Strouse
On the Line,Films (English),tt12934940,movie,On the Line,On the Line,0,2023,\N,\N,Thriller,7.2,6,nm11399915,Oliver Pearn
Snitch,Films (English),tt22091010,movie,Snitch,Snitch,0,2018,\N,\N,Drama,,,nm3535055,Okey Ifeanyi
The Great Seduction,Films (Non-English),tt14542504,movie,The Great Seduction,La Gran Seducción,0,2023,\N,94,Comedy,6.5,1074,nm1381358,Celso R. García
A Day and a Half,Films (Non-English),tt20414642,movie,A Day and a Half,En dag och en halv,0,2023,\N,94,"Action,Drama,Thriller",5.8,2568,nm0267241,Fares Fares
Happy Ending,Films (Non-English),tt21087084,movie,Happy Ending,Happy Ending,0,2023,\N,92,"Comedy,Romance",5.4,1303,nm3953794,Joosje Duk
Friday Night Plan,Films (Non-English),tt28568397,movie,Friday Night Plan,Friday Night Plan,0,2023,\N,108,"Comedy,Drama",6.5,1574,nm5390844,Vatsal Neelakantan
Dragon,Films (Non-English),tt1718199,movie,Dragon,Wu xia,0,2011,\N,115,"Action,Crime,Drama",7,15598,nm0151066,Peter Ho-Sun Chan
Live to 100: Secrets of the Blue Zones,TV (English),tt28523129,tvMiniSeries,Live to 100: Secrets of the Blue Zones,Live to 100: Secrets of the Blue Zones,0,2023,2023,157,"Adventure,Documentary",7.9,1941,nm0422316,Clay Jeter
Rosa Peral's Tapes,Films (Non-English),tt28687398,movie,Rosa Peral's Tapes,Las Cintas de Rosa Peral,0,2023,\N,80,"Crime,Documentary",5.4,769,"nm15163622,nm2013392,nm1259337","Carlos Agulló, Carles Vidal Novellas, Manuel Pérez Cáceres"
What If,Films (Non-English),tt28634523,movie,What If,What If,0,2023,\N,112,"Drama,Romance",4.1,119,nm1046377,Manny Palo
Shane Gillis: Beautiful Dogs,TV (English),tt28741830,tvSpecial,Shane Gillis: Beautiful Dogs,Shane Gillis: Beautiful Dogs,0,2023,\N,52,Comedy,7.9,1884,nm3010017,John McKeever
Predators,TV (English),tt28811357,tvSeries,Predators,Predators,0,2023,\N,\N,\N,,,\N,
Spy Ops,TV (English),tt28637385,tvSeries,Spy Ops,Spy Ops,0,2023,\N,45,Documentary,6.3,745,nm3434243,Marek Bures
Dear Child,TV (Non-English),tt20863760,tvMiniSeries,Dear Child,Liebes Kind,0,2023,2023,286,"Crime,Drama,Mystery",7.3,17168,"nm0458562,nm4897207","Isabel Kleefeld, Julian Pörksen"
Burning Body,TV (Non-English),tt22073352,tvMiniSeries,Burning Body,El cuerpo en llamas,0,2023,2023,394,"Biography,Crime,Drama",6.7,3944,"nm0563760,nm0868441","Laura Mañá, Jorge Torregrossa"
A Time Called You,TV (Non-English),tt21627438,tvSeries,A Time Called You,A Time Called You,0,2023,\N,60,"Drama,Fantasy,Romance",7.8,2379,nm5225025,Kim Jin-won
Miss Adrenaline: A Tale of Twins,TV (Non-English),tt28544336,tvSeries,Miss Adrenaline: A Tale of Twins,Miss Adrenaline: A Tale of Twins,0,2023,\N,\N,Drama,7.4,125,nm0554891,Rafael Martínez Moreno
Love at First Sight,Films (English),tt13444014,movie,Love at First Sight,Love at First Sight,0,2023,\N,90,"Drama,Romance",6.8,21855,nm2726305,Vanessa Caswill
Spy Kids: Armageddon,Films (English),tt13978520,movie,Spy Kids: Armageddon,Spy Kids: Armageddon,0,2023,\N,97,"Action,Comedy,Family",4.4,2479,nm0001675,Robert Rodriguez
The Black Book,Films (English),tt24083908,movie,The Black Book,The Black Book,0,2023,\N,124,Thriller,5.1,944,nm10296537,Editi Effiong
The Croods: A New Age,Films (English),tt2850386,movie,The Croods: A New Age,The Croods: A New Age,0,2020,\N,95,"Adventure,Animation,Comedy",6.9,50407,nm3150455,Joel Crawford
The Wolf of Wall Street,Films (English),tt0993846,movie,The Wolf of Wall Street,The Wolf of Wall Street,0,2013,\N,180,"Biography,Comedy,Crime",8.2,1519880,nm0000217,Martin Scorsese
The Deep House,Films (English),tt11686490,movie,The Deep House,The Deep House,0,2021,\N,85,"Drama,Horror,Mystery",5.3,16267,"nm2376614,nm2377660","Alexandre Bustillo, Julien Maury"
Crawl,Films (English),tt8364368,movie,Crawl,Crawl,0,2019,\N,87,"Action,Adventure,Horror",6.1,91470,nm0014960,Alexandre Aja
Jaane Jaan,Films (Non-English),tt15748830,movie,Jaane Jaan,Jaane Jaan,0,2023,\N,139,"Crime,Drama,Mystery",7,9903,nm1223910,Sujoy Ghosh
Ehrengard: The Art of Seduction,Films (Non-English),tt27727074,movie,Ehrengard: The Art of Seduction,Ehrengard: The Art of Seduction,0,2023,\N,94,"Comedy,Drama,Romance",5.8,1764,nm0000806,Bille August
Once Upon a Crime,Films (Non-English),tt15944018,movie,Once Upon a Crime,"Akazukin, tabi no tochu de shitai to deau",0,2023,\N,107,"Adventure,Comedy,Crime",5.2,1214,nm2279646,Yûichi Fukuda
Freestyle,Films (Non-English),tt28366647,movie,Freestyle,Freestyle,0,2023,\N,88,"Action,Crime",4.9,508,nm4813513,Maciej Bochniak
El Conde,Films (Non-English),tt21113540,movie,El Conde,El Conde,0,2023,\N,110,"Comedy,Fantasy,History",6.5,5984,nm1883257,Pablo Larraín
Bhola Shankar,Films (Non-English),tt8499724,movie,Bhola Shankar,Bhola Shankar,0,2008,\N,147,Comedy,4.8,7,nm1572464,Hemant Kelkar
Fifty Shades Freed,Films (English),tt4477536,movie,Fifty Shades Freed,Fifty Shades Freed,0,2018,\N,105,"Drama,Romance,Thriller",4.5,71373,nm0001226,James Foley
All My Life,Films (English),tt8305852,movie,All My Life,All My Life,0,2020,\N,91,"Drama,Romance",6.3,5795,nm1836315,Marc Meyers
Leatherface,Films (English),tt2620590,movie,Leatherface,Leatherface,0,2017,\N,90,"Crime,Horror,Thriller",5,26890,"nm2376614,nm2377660","Alexandre Bustillo, Julien Maury"
The Pacific,TV (English),tt14734064,tvEpisode,The Pacific,The Pacific,0,2021,\N,\N,Reality-TV,8.2,5,nm1202964,Steve Hryniewicz
Thursday's Widows,TV (Non-English),tt27787857,tvSeries,Thursday's Widows,Las viudas de los jueves,0,2023,2023,45,"Drama,Thriller",6.3,841,nm3183685,Humberto Hinojosa Ozcariz
Song of the Bandits,TV (Non-English),tt21627436,tvSeries,Song of the Bandits,Song of the Bandits,0,2023,\N,60,"Action,Drama,History",7.2,1732,nm11174285,Joon-Hyeok Hwang
Class Act,TV (Non-English),tt27921612,tvMiniSeries,Class Act,Tapie,0,2023,2023,375,"Biography,Drama,History",7.4,1316,nm2808147,Tristan Séguéla
Infamy,TV (Non-English),tt28658091,tvSeries,Infamy,Infamia,0,2023,\N,45,"Drama,Music",7.3,533,"nm2896502,nm2889953","Kuba Czekaj, Anna Maliszewska"
Reporting for Duty,TV (Non-English),tt24578052,tvSeries,Reporting for Duty,B.O.,0,2023,\N,30,"Comedy,Crime",5.3,155,"nm1060997,nm1795849,nm2510197","Pedro Amorim, Leandro Hassum, Carol Minêm"
Reptile,Films (English),tt13274016,movie,Reptile,Reptile,0,2023,\N,134,"Crime,Drama,Mystery",6.8,51495,nm3026537,Grant Singer
Love is in the Air,Films (English),tt2298384,movie,Love is in the Air,Amour & turbulences,0,2013,\N,96,"Comedy,Romance",6.3,5217,nm1415190,Alexandre Castagnetti
Accused,Films (English),tt12648266,movie,Accused,Accused,0,2023,\N,88,Thriller,6.5,1946,nm0053028,Philip Barantini
The Machine,Films (English),tt11040844,movie,The Machine,The Machine,0,2023,\N,112,"Action,Comedy",5.8,12329,nm1534595,Peter Atencio
Force of Nature,Films (English),tt10308928,movie,Force of Nature,Force of Nature,0,2020,\N,91,"Action,Adventure,Crime",4.6,12857,nm0689187,Michael Polish
Nowhere,Films (Non-English),tt28254574,movie,Nowhere,Invelle,0,2023,\N,82,Animation,5.3,21,nm2546457,Simone Massi
Forgotten Love,Films (Non-English),tt26596953,movie,Forgotten Love,Znachor,0,2023,\N,140,"Drama,Romance",7.6,4926,nm3466405,Michal Gazda
Overhaul,Films (Non-English),tt16427938,movie,Overhaul,Carga Máxima,0,2023,\N,107,"Action,Crime,Drama",4.8,591,nm1988881,Tomas Portella
Street Flow 2,Films (Non-English),tt27045321,movie,Street Flow 2,Banlieusards 2,0,2023,\N,97,"Crime,Drama",5,279,nm8604412,Leïla Sy
"Ice Cold: Murder, Coffee and Jessica Wongso",Films (Non-English),tt28840429,movie,"Ice Cold: Murder, Coffee and Jessica Wongso","Ice Cold: Murder, Coffee and Jessica Wongso",0,2023,\N,86,"Crime,Documentary",6,1170,nm4818212,Rob Sixsmith
Gandeevadhari Arjuna,Films (Non-English),tt26234970,movie,Gandeevadhari Arjuna,Gandeevadhari Arjuna,0,2023,\N,137,"Action,Thriller",5.7,2626,nm4149056,Praveen Sattaru
Do Not Disturb,Films (Non-English),tt23049270,movie,Do Not Disturb,Do Not Disturb,0,2023,\N,114,"Comedy,Drama",6.3,7088,nm0948000,Cem Yilmaz
Who Killed Jill Dando?,TV (English),tt26445771,tvMiniSeries,Who Killed Jill Dando?,Who Killed Jill Dando?,0,2023,2023,139,"Crime,Documentary,History",6.3,1574,nm6967794,Marcus Plowright
Encounters,TV (English),tt15532660,tvEpisode,Encounters,Encounters,0,2023,\N,54,"Biography,Crime,Drama",7.4,1505,nm0322128,Lesli Linka Glatter
Castlevania: Nocturne,TV (English),tt14833612,tvSeries,Castlevania: Nocturne,Castlevania: Nocturne,0,2023,\N,30,"Action,Adventure,Animation",7.6,8555,"nm4702485,nm4335769,nm11536071,nm15306061","Tam Lu, Saren Stone, Adam Deats, Sam Deats"
The Devil's Plan,TV (Non-English),tt27995115,tvSeries,The Devil's Plan,The Devil's Plan,0,2023,\N,60,"Game-Show,Reality-TV",8.2,1491,\N,
Fair Play,Films (English),tt16304446,movie,Fair Play,Fair Play,0,2023,\N,113,"Drama,Mystery,Thriller",6.5,20524,nm2132542,Chloe Domont
Life of a King,Films (English),tt2708254,movie,Life of a King,Life of a King,0,2013,\N,100,Drama,6.9,7139,nm1667854,Jake Goldberger
Infinite,Films (English),tt6654210,movie,Infinite,Infinite,0,2021,\N,106,"Action,Sci-Fi,Thriller",5.5,58194,nm0298807,Antoine Fuqua
Last Vegas,Films (English),tt1204975,movie,Last Vegas,Last Vegas,0,2013,\N,105,"Comedy,Drama",6.6,135627,nm0005509,Jon Turteltaub
Identity Thief,Films (English),tt2024432,movie,Identity Thief,Identity Thief,0,2013,\N,111,"Comedy,Crime,Drama",5.7,139046,nm1164861,Seth Gordon
Ballerina,Films (Non-English),tt7181546,movie,Ballerina,Ballerina,0,2024,\N,\N,"Action,Thriller",,,nm0936482,Len Wiseman
Khufiya,Films (Non-English),tt15433600,movie,Khufiya,Khufiya,0,2023,\N,157,"Action,Biography,Crime",6,4076,nm0080235,Vishal Bhardwaj
OMG 2,Films (Non-English),tt15732324,movie,OMG 2,OMG 2,0,2023,\N,156,"Comedy,Drama",7.7,31177,nm3538058,Amit Rai
A Deadly Invitation,Films (Non-English),tt13022120,movie,A Deadly Invitation,Invitación a un Asesinato,0,2023,\N,92,"Comedy,Mystery,Thriller",5.1,781,nm1458283,J.M Cravioto
Beckham,TV (English),tt14524712,tvMiniSeries,Beckham,Beckham,0,2023,2023,285,"Biography,Documentary,Sport",8.2,17688,nm0001770,Fisher Stevens
The Great British Baking Show,TV (English),tt1877368,tvSeries,The Great British Baking Show,The Great British Bake Off,0,2010,\N,60,"Game-Show,Reality-TV",8.6,11916,"nm1561194,nm1834175,nm2137742,nm3098598,nm1557585,nm1629731,nm2321211,nm2891676,nm2687066,nm2883657,nm2791926,nm2563206,nm2468366,nm3071959,nm1409126,nm2845152,nm7347456,nm1834255,nm0293158,nm3340301","Ben Freedman, Karen Walsh, Madeline Eaton, Andy Devonshire, Ross Blair, Jeanette Goulbourn, Ivan Youlden, Scott Tankard, Claire Braden, Lucy McDowell, Nathaniel Jessel, Hannah Griffiths, Garfield Carrott, Tania Hirsch, Luke Byrne, Victoria Watts, Bec Smith, Samantha Beddoes, Nicholas Berry, Matt D'Arcy"
Strong Girl Nam-soon,TV (Non-English),tt29225198,tvSeries,Strong Girl Nam-soon,Strong Girl Nam-soon,0,2023,\N,60,"Action,Comedy,Crime",7.5,351,\N,
Who is Erin Carter?,TV (English),tt18075020,tvMiniSeries,Who Is Erin Carter?,Who Is Erin Carter?,,2023,2023,338,"Action,Adventure,Crime",6.5,15918,"nm0915416,nm1419947,nm0247123","Bill Eagles, Ashley Way, Savina Dellicour"
DEPP V HEARD,TV (English),tt27541298,tvMiniSeries,Depp V Heard,Depp V Heard,,2023,2023,146,"Crime,Documentary",5,6492,nm5887182,Emma Cooper
At Home With The Furys,TV (English),tt21875120,tvMiniSeries,At Home with the Furys,At Home with the Furys,,2023,,30,"Documentary,Reality-TV,Sport",7.1,1079,"nm1760763,nm0394984,nm4793589","Nick Hornby, Tina Flintoff, Josh Jacobs"
CoComelon,TV (English),tt12427840,tvMiniSeries,Cocomelon,Cocomelon,,2018,2022,4,"Animation,Family",4.3,852,nm2006185,Bryce Fishman
Barbie Life in the Dreamhouse,TV (English),tt2644032,tvSeries,Barbie: Life in the Dreamhouse,Barbie: Life in the Dreamhouse,,2012,2015,3,"Animation,Comedy,Family",7.5,2583,"nm2262791,nm2282498,nm1149843,nm1061371,nm1416001","Andrew Tan, Vamberto Maduro, Kyran Kelly, Patrice Berube, Todd Resnick"
DELETE,TV (Non-English),tt22475280,tvSeries,Delete,Delete,,2023,,45,"Drama,Horror,Romance",,,nm7652584,Julianne Cross
Lies Hidden in my Garden,TV (Non-English),tt27763346,tvMiniSeries,Lies Hidden in My Garden,Lies Hidden in My Garden,,2023,,,"Drama,Mystery,Thriller",7,382,nm12365797,Jihyeon Jeong
Amy Schumer: Emergency Contact,TV (English),tt27791865,tvMiniSeries,Amy Schumer: Emergency Contact,Amy Schumer: Emergency Contact,,2023,,51,"Comedy,Documentary",5.7,1101,nm2154960,Amy Schumer
THE DAYS,TV (Non-English),tt22074484,tvMiniSeries,The Days,The Days,,2023,2023,60,"Drama,History,Thriller",7.2,5558,"nm2371638,nm0620378","Hideo Nakata, Masaki Nishiura"
Doctor Cha,TV (Non-English),tt27075857,tvSeries,Doctor Cha Jeong Suk,Doctor Cha,,2023,,60,Drama,7.5,1528,nm5215240,Dae-jin Kim
Barbecue Showdown,TV (English),tt12938472,tvSeries,The American Barbecue Showdown,The American Barbecue Showdown,,2020,,,Reality-TV,7.1,1678,nm0823344,Paul Starkman
"Pablo Escobar, el patrón del mal",TV (Non-English),tt2187850,tvSeries,Pablo Escobar: El Patrón del Mal,Pablo Escobar: El Patrón del Mal,,2012,2012,,"Biography,Crime,Drama",,,,
McGREGOR FOREVER,TV (English),tt27599123,tvMiniSeries,McGregor Forever,McGregor Forever,,2023,2023,200,"Documentary,Sport",7,3493,"nm1117731,nm3573480","Gotham Chopra, Darragh Mccarthy"
Emergency: NYC,TV (English),tt26940348,tvSeries,Emergency NYC,Emergency NYC,,2023,,45,Documentary,8.2,1249,"nm1188572,nm0789461","Ruthie Shatz, Adi Barash"
Sky High: The Series,TV (Non-English),tt18273742,tvSeries,Sky High,Hasta el cielo: La serie,,2023,2023,40,"Action,Adventure,Crime",6.3,1247,nm0130714,Daniel Calparsoro
Maestro in Blue,TV (Non-English),tt16447750,tvMiniSeries,Maestro,Maestro,,2022,,50,"Crime,Drama,Mystery",8.3,8493,"nm0660245,nm3222545","Christopher Papakaliatis, Akis Polizos"
Til Money Do Us Part,TV (Non-English),tt17640966,tvSeries,Until Money Do Us Par,Hasta que la plata nos separe,,2022,,60,Drama,8.1,317,"nm1894783,nm1162606","Israel Sánchez, Olga Lucia Rodríguez"
Single’s Inferno,TV (Non-English),tt16283666,tvSeries,Single's Inferno,Single's Inferno,,2021,,,Reality-TV,,,,
MADOFF: The Monster of Wall Street,TV (English),tt23732458,tvMiniSeries,Madoff: The Monster of Wall Street,Madoff: The Monster of Wall Street,,2023,2023,,"Crime,Documentary",7.3,6674,nm0075666,Joe Berlinger
Daughter From Another Mother,TV (Non-English),tt11937732,tvSeries,Daughter from Another Mother,Madre Solo hay Dos,,2021,2022,,"Comedy,Drama",7.3,2376,"nm6525284,nm1774069,nm0765250,nm2399451,nm2432762,nm2892750,nm0617318","Kenya Marquez, Fernando Sariñana, Carlos González Sariñana, Sebastian Sarinana, José Ramón Chávez, Analeine Cal y Mayor, Iker Dupeyron"
The Unbroken Voice,TV (Non-English),tt17319764,tvSeries,Arelys Henao,Arelys Henao,,2022,,45,"Biography,Drama,Music",7.8,97,"nm4532212,nm12415333,nm2160742","Andres Lopez Pacha, Liliana Bocanegra, Camilo Villamizar"
I AM A KILLER,TV (English),tt8300324,tvSeries,I Am a Killer,I Am a Killer,,2018,2022,52,"Crime,Documentary",7.4,4862,"nm8021414,nm3133182,nm1889863,nm8633893,nm0869857,nm2889725,nm6463474,nm2264316,nm7392020,nm11695212","James Tovell, Ben Holgate, Ned Parker, Andrew Parkin, Jeremy Turner, Ross Young, Ollie Elliott, Laura Thomson, Stuart Powell, Zoe Hines"
Under the Queen's Umbrella,TV (Non-English),tt22265394,tvSeries,The Queen's Umbrella,Syurup,,2022,2022,60,"Comedy,Drama",8.5,2264,nm5273257,Kim Hyeong-sik
Snack VS. Chef,TV (English),tt21840894,tvSeries,Snack vs. Chef,Snack vs. Chef,,2022,,,"Game-Show,Reality-TV",5.4,772,\N,
The Secret of the Greco Family,TV (Non-English),tt22646840,tvSeries,El Secreto de la Familia Greco,El Secreto de la Familia Greco,,2022,,,"Crime,Drama",6.2,550,nm6171166,Alejandro Ciancio
Half Bad: The Bastard Son & The Devil Himself,TV (English),tt13649396,tvSeries,The Bastard Son & The Devil Himself,The Bastard Son & The Devil Himself,,2022,2022,60,"Action,Adventure,Drama",7.5,13281,"nm1142073,nm3008980,nm2222539","Colm McCarthy, Rachna Suri, Debs Paterson"
DAHMER,TV (English),tt13207736,tvMiniSeries,Dahmer - Monster: The Jeffrey Dahmer Story,Dahmer - Monster: The Jeffrey Dahmer Story,,2022,2024,534,"Biography,Crime,Drama",7.9,146549,"nm0528337,nm0054077,nm0899364,nm0000777,nm0002083","Gregg Araki, Carl Franklin, Paris Barclay, Jennifer Lynch, Clement Virgo"
Narco-Saints,TV (Non-English),tt14518692,tvSeries,The Accidental Narco,Narco-saints,,2022,,50,"Action,Biography,Crime",7.3,4844,nm2151556,Jong-bin Yoon
Inside the World’s Toughest Prisons,TV (English),tt6322264,tvSeries,Inside the World's Toughest Prisons,Inside the World's Toughest Prisons,,2016,2023,45,Documentary,7.2,3819,"nm8575724,nm5337229,nm1191406,nm2793828,nm1770366,nm8108089,nm3988341,nm9378612","Ed Venner, Aidan Woodward, Edward McGown, Minna Sedmakov, Johnny McDevitt, Tom Cross, Kate Godfrey, David McConnell"
Pasión de Gavilanes,TV (Non-English),tt0387763,tvSeries,Pasión de gavilanes,Pasión de gavilanes,,2003,2022,60,"Drama,Romance",7.8,2826,"nm0872535,nm0652200,nm6690751,nm1357797","Sergio Osorio, Rodrigo Triana, Mauricio Cruz, Camilo Vega"
Selling The OC,TV (English),tt15907000,tvSeries,Selling the OC,Selling the OC,,2022,,30,Reality-TV,5.6,1357,\N,
"BASTARD‼ -Heavy Metal, Dark Fantasy-",TV (Non-English),tt17736234,tvSeries,"Bastard!! Heavy Metal, Dark Fantasy	Basutado!! Ankoku no ",Basutado!! Ankoku no hakaishin,,2022,2023,25,"Action,Adventure,Animation",6.5,2291,"nm2041678,nm3456699,nm7736493,nm1375928,nm4557113,nm1992375,nm2299452,nm1017539,nm6833243,nm5247048,nm2059013,nm4835054,nm4830959,nm9054660,nm11579921","Kôji Aritomi, Susumu Yamamoto, Kiyoshi Murayama, Yasuhiro Minami, Takaharu Ozaki, Tetsuaki Matsuda, Tatsuya Shiraishi, Akira Mano, Keiji Kawakubo, Hye Jin Seo, Yasushi Muroya, Jun'ichi Kitamura, Daishi Kato, Tomohiro Matsukawa, Toshiyuki Sone"
"Malverde, el santo patrón",TV (Non-English),tt11874906,tvSeries,Malverde: El Santo Patrón,Malverde: El Santo Patrón,,2021,,,Drama,7.6,103,"nm0652200,nm0890173","Sergio Osorio, Miguel Varoni"
Man Vs Bee,TV (English),tt13640670,tvSeries,Man vs. Bee,Man vs. Bee,,2022,2022,11,"Comedy,Family,Short",6.7,32386,nm1256143,David Kerr
SPRIGGAN,TV (Non-English),tt10011306,tvSeries,Spriggan,Spriggan,,2022,2022,45,"Action,Adventure,Animation",6.8,1438,nm5368756,Hiroshi Kobayashi
My Liberation Notes,TV (Non-English),tt15146130,tvSeries,My Liberation Diary,Naui Haebangilji,,2022,2022,60,"Drama,Romance",8.3,3853,nm2577763,Suk-Yoon Kim
SHAMAN KING,TV (Non-English),tt12502782,tvSeries,Shaman King,Shaman King,,2021,2022,23,"Action,Adventure,Animation",7,2300,nm10760164,Jouji Furuta
Bullsh*t The Gameshow,TV (English),tt16912298,tvSeries,Bullsh*t: The Game Show,Bullsh*t: The Game Show,,2022,2022,30,Game-Show,6.3,1110,nm0141448,Alan Carter
Forecasting Love and Weather,TV (Non-English),tt15140592,tvSeries,Meteorological Administration People: Office R...,Forecasting Love and Weathe,,2022,2022,60,"Drama,Romance",7.1,3257,"nm14014232,nm6721127","Christine Ko, Yeong-Hoon Cha"
PIECES OF HER,TV (English),tt9170236,tvSeries,Pieces of Her,Pieces of Her,,2022,2022,52,"Crime,Drama,Mystery",6.3,30577,nm0819083,Minkie Spiro
One of Us Is Lying,TV (English),tt8354062,tvSeries,One Of Us Is Lying,One Of Us Is Lying,,2021,2022,50,"Crime,Drama,Mystery",6.9,13720,"nm1032608,nm0779350,nm3046419,nm1671066,nm0463320,nm0915920,nm0607185","Shannon Kohli, Jennifer Morrison, John Scott, Michael Weaver, Ben Semanoff, Roxanne Benjamin, Sophia Takal"
jeen-yuhs: A Kanye Trilogy,TV (English),tt14599438,tvMiniSeries,Jeen-yuhs: A Kanye Trilogy,Jeen-yuhs: A Kanye Trilogy,,2022,2022,90,"Documentary,Music",8,10502,"nm1964238,nm1962885","Chike Ozah, Coodie"
"Devotion, a Story of Love and Desire",TV (Non-English),tt13956560,tvSeries,Fidelity,Fidelity,,2022,,40,"Drama,Romance",6.4,2314,"nm3685937,nm0596403","Andrea Molaioli, Stefano Cipani"
Jurassic World Camp Cretaceous,TV (English),tt10436228,tvSeries,Jurassic World: Camp Cretaceous,Jurassic World: Camp Cretaceous,,2020,2022,24,"Action,Adventure,Animation",7.5,9992,"nm7345143,nm0612033,nm2867483,nm5785269,nm0525135,nm0722713,nm3178663","Lane Lueras, Michael Mullen, Dan Riba, Eric Elrod, Shih Ming Tay, Leah Artwick, Zesung Kang"
EDENS ZERO,TV (Non-English),tt13167196,tvSeries,Edens Zero,Edens Zero,,2021,,25,"Action,Adventure,Animation",7.2,1864,"nm2495496,nm2500877,nm2525080,nm6323953,nm1425958,nm0866700,nm0412607,nm1375928,nm8200452,nm2154921,nm5519768,nm9877048","Yoshiaki Iwasaki, Tsuneo Tominaga, Kiyoshi Murayama, Katsushi Sakurabi, Kiyotaka Ohata, Yuuji Suzuki, Shinji Ishihira, Yoshihiro Mori, Yûsuke Onoda, Kazuma Satô, Yoshiyuki Nogami, Hiroaki Takagi"
Where is Marta?,TV (Non-English),tt15796898,tvMiniSeries,Where Is Marta?,¿Dónde está Marta?,,2021,2021,189,"Crime,Documentary,Mystery",6.8,1561,nm3407885,Paula Cons
